location,number_of_cows,farm_size,date,product_name,brand,quantity,price_per_unit,total_value,shelf_life,quantity_sold,price_per_unit_sold,total_revenue,customer_location,sales_channel,quantity_in_stock,id
Chandigarh,12,Medium,2022-07-02,Yogurt,Amul,728,52.82,38499.4416,23,507,50.13,25415.91,Rajasthan,Retail,221,2080
Maharashtra,97,Large,2022-04-15,Buttermilk,Amul,770,74.2,57177.778000000006,14,555,71.35,39599.25,Madhya Pradesh,Wholesale,215,2081
Karnataka,26,Large,2020-04-19,Buttermilk,Sudha,952,17.05,16234.669,11,60,19.62,1177.2,Jharkhand,Retail,892,2082
Haryana,40,Medium,2020-02-02,Butter,Warana,674,71.27,48103.6865,36,238,67.3,16017.4,Rajasthan,Wholesale,436,2083
Delhi,70,Small,2022-11-18,Lassi,Mother Dairy,911,55.57,50638.7182,13,93,56.94,5295.42,Chandigarh,Retail,818,2084
Haryana,10,Small,2019-02-07,Buttermilk,Raj,429,35.66,15324.5284,10,204,36.45,7435.8,Jharkhand,Wholesale,225,2085
Karnataka,79,Small,2021-10-18,Milk,Raj,281,79.97,22510.7553,22,179,80.67,14439.93,Kerala,Retail,102,2086
Tamil Nadu,12,Large,2019-12-10,Curd,Amul,828,67.29,55773.31650000001,7,437,67.4,29453.8,Uttar Pradesh,Online,391,2087
Uttar Pradesh,49,Large,2021-07-15,Lassi,Mother Dairy,818,85.85,70233.885,18,54,90.28,4875.12,Madhya Pradesh,Online,764,2088
Rajasthan,21,Medium,2019-05-23,Curd,Amul,607,13.13,7972.404700000001,6,522,12.28,6410.16,Chandigarh,Wholesale,85,2089
Bihar,20,Large,2019-01-13,Ice Cream,Dodla Dairy,640,65.31,41833.0143,26,2,66.26,132.52,Karnataka,Retail,638,2090
Tamil Nadu,99,Medium,2020-03-10,Cheese,Dynamix Dairies,125,61.69,7727.2894,25,56,58.05,3250.8,Chandigarh,Online,69,2091
Delhi,64,Medium,2019-07-21,Buttermilk,Sudha,203,20.84,4249.6928,10,4,21.28,85.12,Tamil Nadu,Wholesale,199,2092
Delhi,56,Small,2021-11-25,Ice Cream,Dodla Dairy,884,55.21,48855.8811,22,174,51.61,8980.14,Gujarat,Retail,710,2093
Bihar,47,Large,2020-04-08,Buttermilk,Mother Dairy,269,31.02,8361.1308,9,211,26.41,5572.51,Delhi,Retail,58,2094
Chandigarh,85,Large,2020-05-08,Milk,Raj,611,93.52,57219.2768,26,92,94.17,8663.64,Karnataka,Retail,519,2095
Chandigarh,98,Large,2019-06-28,Cheese,Passion Cheese,388,34.33,13321.7565,65,39,36.04,1405.56,Haryana,Wholesale,349,2096
Rajasthan,53,Medium,2020-03-09,Buttermilk,Raj,272,20.16,5491.9872000000005,10,86,16.05,1380.3,Gujarat,Wholesale,186,2097
West Bengal,20,Medium,2021-10-09,Curd,Raj,161,90.12,14538.1584,6,22,85.34,1877.48,Kerala,Online,139,2098
Uttar Pradesh,29,Small,2019-06-28,Buttermilk,Raj,875,59.68,52246.2592,14,538,57.94,31171.72,Telangana,Wholesale,337,2099
Bihar,98,Small,2020-04-01,Buttermilk,Amul,710,99.99,71069.89229999999,13,37,95.89,3547.93,Kerala,Online,673,2100
Delhi,86,Large,2020-11-27,Cheese,Amul,109,24.2,2650.142,73,58,22.21,1288.18,Tamil Nadu,Wholesale,51,2101
Jharkhand,79,Large,2022-08-05,Lassi,Sudha,466,81.94,38256.1472,12,113,81.49,9208.37,Delhi,Wholesale,353,2102
Gujarat,73,Medium,2021-02-27,Yogurt,Mother Dairy,663,43.46,28838.752200000003,21,626,41.14,25753.64,Gujarat,Retail,37,2103
Telangana,39,Small,2020-02-13,Cheese,Dynamix Dairies,667,11.13,7429.275000000001,40,661,14.95,9881.95,Telangana,Wholesale,6,2104
Uttar Pradesh,16,Small,2020-05-10,Ice Cream,Mother Dairy,148,42.22,6278.114,26,135,45.24,6107.4,Chandigarh,Online,13,2105
Uttar Pradesh,44,Medium,2022-04-21,Paneer,Raj,384,93.91,36141.2635,11,85,97.35,8274.75,Karnataka,Retail,299,2106
Tamil Nadu,53,Small,2020-12-19,Milk,Mother Dairy,910,68.3,62208.323,2,212,64.34,13640.08,Delhi,Online,698,2107
Madhya Pradesh,94,Small,2021-09-21,Milk,Amul,979,22.42,21964.4256,29,491,21.59,10600.69,Chandigarh,Wholesale,488,2108
Uttar Pradesh,26,Large,2022-02-25,Yogurt,Dodla Dairy,620,40.39,25056.3404,21,417,40.86,17038.62,Chandigarh,Retail,203,2109
Gujarat,60,Large,2021-10-06,Ghee,Mother Dairy,443,37.4,16601.112,92,111,34.27,3803.97,Telangana,Wholesale,332,2110
Telangana,48,Medium,2020-04-26,Cheese,Amul,972,53.97,52487.4441,38,949,50.32,47753.68,Gujarat,Wholesale,23,2111
Madhya Pradesh,89,Medium,2020-07-23,Paneer,Mother Dairy,834,53.21,44406.9376,9,343,58.02,19900.86,Tamil Nadu,Wholesale,491,2112
Delhi,53,Small,2021-08-05,Ice Cream,Dodla Dairy,965,65.58,63341.0988,28,663,65.96,43731.48,Chandigarh,Wholesale,302,2113
Uttar Pradesh,86,Large,2022-08-26,Ice Cream,Palle2patnam,74,85.07,6354.728999999999,23,68,80.59,5480.12,Chandigarh,Retail,6,2114
Bihar,42,Large,2020-12-09,Ghee,Sudha,846,72.89,61673.6868,93,307,68.17,20928.19,Gujarat,Online,539,2115
Jharkhand,96,Small,2019-04-25,Paneer,Sudha,575,29.7,17105.121,8,24,31.11,746.64,Rajasthan,Online,551,2116
Karnataka,88,Large,2021-10-20,Buttermilk,Raj,999,56.69,56682.6303,13,677,57.84,39157.68,Tamil Nadu,Wholesale,322,2117
Jharkhand,66,Small,2019-03-02,Milk,Mother Dairy,928,26.25,24381.525,26,487,31.22,15204.14,Rajasthan,Retail,441,2118
Rajasthan,47,Large,2019-12-10,Paneer,Sudha,279,14.03,3924.8925,9,121,14.77,1787.17,Jharkhand,Retail,158,2119
Haryana,33,Large,2021-09-13,Paneer,Sudha,112,94.62,10650.4272,14,63,93.15,5868.45,Delhi,Online,49,2120
Rajasthan,47,Medium,2020-01-07,Curd,Mother Dairy,701,70.75,49655.8875,5,503,69.65,35033.95,Tamil Nadu,Online,198,2121
Jharkhand,32,Medium,2019-04-23,Yogurt,Amul,666,51.72,34495.171200000004,29,242,49.39,11952.38,Chandigarh,Retail,424,2122
Karnataka,88,Small,2019-12-05,Cheese,Dynamix Dairies,325,24.77,8066.8459,46,71,22.68,1610.28,Haryana,Retail,254,2123
Gujarat,56,Medium,2019-08-09,Ghee,Mother Dairy,158,58.2,9208.986,137,124,55.68,6904.32,Madhya Pradesh,Retail,34,2124
Uttar Pradesh,84,Medium,2022-01-12,Curd,Raj,993,41.67,41396.2281,6,70,40.87,2860.9,Chandigarh,Online,923,2125
Jharkhand,88,Small,2022-11-12,Lassi,Sudha,334,32.67,10917.6606,16,180,31.49,5668.2,Uttar Pradesh,Online,154,2126
Gujarat,58,Small,2020-07-05,Curd,Mother Dairy,556,33.73,18784.5743,7,10,34.01,340.1,Rajasthan,Retail,546,2127
Delhi,21,Large,2021-06-06,Curd,Sudha,866,20.1,17409.816,5,463,19.39,8977.57,Tamil Nadu,Wholesale,403,2128
Karnataka,41,Medium,2020-05-03,Cheese,Dynamix Dairies,92,84.3,7779.204,36,78,82.15,6407.7,Telangana,Online,14,2129
Telangana,61,Small,2021-07-10,Ice Cream,Mother Dairy,522,40.9,21381.293,27,282,37.79,10656.78,Delhi,Online,240,2130
Kerala,46,Large,2022-08-01,Ice Cream,Amul,461,20.09,9264.1017,23,201,23.26,4675.26,Chandigarh,Wholesale,260,2131
Delhi,52,Large,2019-01-26,Paneer,Mother Dairy,225,10.77,2425.2963,11,8,6.95,55.6,Bihar,Online,217,2132
Haryana,61,Small,2020-07-06,Curd,Raj,336,15.78,5307.9186,7,37,20.03,741.11,Maharashtra,Retail,299,2133
Telangana,77,Medium,2019-11-28,Paneer,Mother Dairy,911,13.88,12653.702,7,62,15.42,956.04,Gujarat,Online,849,2134
Tamil Nadu,18,Small,2021-10-24,Ghee,Raj,26,70.44,1886.3832,118,24,70.83,1699.92,Delhi,Online,2,2135
Chandigarh,58,Small,2021-08-05,Ghee,Raj,494,75.31,37262.634900000005,148,319,72.18,23025.42,Madhya Pradesh,Wholesale,175,2136
Jharkhand,36,Medium,2020-07-03,Milk,Amul,227,45.53,10342.5948,21,208,44.24,9201.92,Haryana,Online,19,2137
Bihar,32,Small,2020-06-22,Butter,Warana,728,11.2,8159.759999999999,38,131,11.82,1548.42,Gujarat,Wholesale,597,2138
Madhya Pradesh,77,Large,2022-12-28,Ghee,Amul,870,29.24,25448.1568,147,448,32.49,14555.52,Jharkhand,Wholesale,422,2139
Chandigarh,50,Small,2022-03-04,Paneer,Sudha,317,51.0,16183.83,9,143,46.19,6605.17,Telangana,Online,174,2140
West Bengal,31,Medium,2020-06-02,Cheese,Amul,946,12.66,11981.6772,65,862,15.52,13378.24,Karnataka,Wholesale,84,2141
Gujarat,84,Large,2022-10-21,Buttermilk,Raj,345,90.63,31300.8831,8,153,91.51,14001.03,Bihar,Online,192,2142
Tamil Nadu,26,Large,2019-06-18,Buttermilk,Raj,892,33.18,29604.855,8,230,31.06,7143.8,Chandigarh,Retail,662,2143
Karnataka,15,Small,2019-01-21,Curd,Raj,85,29.46,2530.0248,7,72,27.4,1972.8,Kerala,Retail,13,2144
Madhya Pradesh,25,Medium,2020-03-11,Curd,Sudha,379,68.14,25890.4744,6,139,71.59,9951.01,Telangana,Online,240,2145
Tamil Nadu,90,Small,2020-09-02,Ice Cream,Mother Dairy,753,97.09,73114.59539999999,28,58,96.18,5578.44,Chandigarh,Retail,695,2146
Gujarat,76,Large,2019-06-02,Butter,Mother Dairy,509,50.87,25928.439,30,74,48.99,3625.26,Jharkhand,Wholesale,435,2147
Chandigarh,47,Large,2021-08-10,Paneer,Amul,884,58.57,51832.107200000006,11,728,59.05,42988.4,Gujarat,Retail,156,2148
Telangana,45,Small,2020-12-26,Buttermilk,Mother Dairy,271,89.95,24426.822,13,73,94.26,6880.98,Delhi,Wholesale,198,2149
Chandigarh,69,Small,2019-11-07,Butter,Amul,818,72.36,59205.6756,29,299,67.78,20266.22,Haryana,Online,519,2150
Uttar Pradesh,47,Small,2019-05-02,Paneer,Amul,549,55.63,30544.2078,13,502,52.04,26124.08,Bihar,Wholesale,47,2151
Madhya Pradesh,68,Small,2019-10-15,Butter,Warana,913,96.21,87917.6601,33,244,98.05,23924.2,Bihar,Wholesale,669,2152
West Bengal,29,Medium,2019-06-10,Curd,Mother Dairy,836,14.98,12537.6608,5,80,17.36,1388.8,Maharashtra,Wholesale,756,2153
Rajasthan,54,Medium,2020-12-18,Cheese,Dynamix Dairies,811,12.22,9922.2734,46,388,12.22,4741.36,Chandigarh,Retail,423,2154
Uttar Pradesh,38,Medium,2021-11-26,Milk,Sudha,502,62.03,31167.5938,2,251,64.34,16149.34,Jharkhand,Wholesale,251,2155
Gujarat,63,Large,2020-04-16,Milk,Mother Dairy,908,11.04,10028.184,29,199,14.65,2915.35,Delhi,Wholesale,709,2156
Madhya Pradesh,15,Small,2022-02-06,Lassi,Raj,628,74.3,46713.896,13,302,74.6,22529.2,Uttar Pradesh,Online,326,2157
Madhya Pradesh,82,Large,2020-02-07,Ice Cream,Amul,673,21.87,14723.3214,30,325,23.67,7692.75,Delhi,Online,348,2158
Gujarat,86,Medium,2022-05-20,Milk,Sudha,96,93.41,9035.5493,1,41,97.36,3991.76,Rajasthan,Retail,55,2159
Bihar,14,Medium,2022-12-10,Yogurt,Mother Dairy,312,46.94,14665.4642,24,5,45.87,229.35,Uttar Pradesh,Online,307,2160
Tamil Nadu,61,Large,2019-03-20,Cheese,Dynamix Dairies,395,14.21,5614.5131,89,322,10.72,3451.84,Uttar Pradesh,Wholesale,73,2161
Karnataka,62,Large,2021-09-03,Ghee,Sudha,109,13.6,1489.472,116,42,8.84,371.28,Madhya Pradesh,Online,67,2162
Madhya Pradesh,52,Medium,2021-03-11,Ghee,Amul,706,28.84,20382.9584,118,310,28.51,8838.1,Chandigarh,Retail,396,2163
Maharashtra,18,Medium,2020-10-25,Ice Cream,Mother Dairy,907,46.82,42486.809,25,552,51.13,28223.76,Telangana,Retail,355,2164
Delhi,74,Small,2022-04-08,Butter,Warana,476,53.37,25428.1365,28,302,54.16,16356.32,Kerala,Online,174,2165
Tamil Nadu,18,Small,2021-04-21,Lassi,Mother Dairy,921,91.29,84139.2543,14,274,91.69,25123.06,Chandigarh,Retail,647,2166
Kerala,62,Large,2020-08-17,Ice Cream,Palle2patnam,250,44.67,11209.4898,22,144,43.76,6301.44,Chandigarh,Wholesale,106,2167
Chandigarh,13,Large,2020-06-17,Buttermilk,Amul,181,92.26,16721.202400000002,11,90,95.74,8616.6,Delhi,Retail,91,2168
Tamil Nadu,26,Large,2022-10-05,Paneer,Raj,939,42.34,39786.0512,11,777,44.26,34390.02,Karnataka,Wholesale,162,2169
Telangana,28,Small,2021-09-21,Lassi,Sudha,162,31.17,5077.593000000001,15,92,28.74,2644.08,Kerala,Online,70,2170
Jharkhand,84,Small,2021-12-09,Buttermilk,Raj,661,16.94,11200.897400000002,7,115,14.06,1616.9,Maharashtra,Wholesale,546,2171
Rajasthan,66,Large,2022-10-11,Ice Cream,Amul,239,14.71,3526.5754,25,106,17.21,1824.26,Chandigarh,Online,133,2172
Uttar Pradesh,33,Medium,2021-01-17,Curd,Amul,1,46.39,73.2962,6,1,48.12,48.12,Karnataka,Retail,0,2173
Kerala,35,Large,2022-12-16,Buttermilk,Raj,718,94.86,68176.8306,12,131,90.14,11808.34,West Bengal,Retail,587,2174
Tamil Nadu,37,Large,2019-01-26,Milk,Mother Dairy,864,55.28,47791.2184,2,611,58.33,35639.63,Maharashtra,Online,253,2175
Rajasthan,90,Medium,2020-03-24,Ice Cream,Palle2patnam,170,46.3,7895.539,29,96,50.75,4872.0,Jharkhand,Retail,74,2176
Telangana,54,Small,2019-11-18,Ghee,Sudha,437,44.8,19583.872,138,49,46.58,2282.42,West Bengal,Retail,388,2177
Maharashtra,94,Small,2020-12-25,Yogurt,Mother Dairy,580,78.16,45401.5808,21,190,76.33,14502.7,Bihar,Wholesale,390,2178
Bihar,25,Large,2022-12-01,Buttermilk,Amul,478,89.4,42764.490000000005,10,52,86.44,4494.88,Madhya Pradesh,Wholesale,426,2179
Telangana,71,Small,2019-05-10,Ghee,Mother Dairy,697,87.06,60681.6906,149,312,87.34,27250.08,Tamil Nadu,Retail,385,2180
Maharashtra,21,Medium,2019-05-05,Ghee,Sudha,768,16.24,12480.44,70,652,12.22,7967.44,Bihar,Wholesale,116,2181
Chandigarh,61,Medium,2022-01-17,Ice Cream,Dodla Dairy,609,55.09,33565.7861,23,578,57.88,33454.64,Gujarat,Online,31,2182
Haryana,50,Medium,2019-07-20,Curd,Raj,82,78.91,6478.511,5,68,74.7,5079.6,Telangana,Retail,14,2183
Karnataka,65,Small,2020-11-10,Cheese,Amul,879,92.99,81788.4246,34,101,88.75,8963.75,Kerala,Wholesale,778,2184
Telangana,56,Medium,2022-01-23,Buttermilk,Raj,337,94.48,31842.5944,11,247,95.21,23516.87,Delhi,Online,90,2185
Chandigarh,69,Small,2020-09-02,Cheese,Dynamix Dairies,235,87.57,20586.8313,26,116,87.86,10191.76,Kerala,Online,119,2186
Delhi,54,Small,2020-11-10,Curd,Mother Dairy,200,62.76,12553.2552,6,198,61.84,12244.32,Tamil Nadu,Retail,2,2187
Telangana,82,Large,2020-10-16,Buttermilk,Amul,803,51.08,41046.3556,12,205,51.67,10592.35,Karnataka,Wholesale,598,2188
Gujarat,93,Small,2021-07-02,Paneer,Mother Dairy,377,17.08,6442.234399999999,13,41,21.89,897.49,Haryana,Wholesale,336,2189
West Bengal,43,Large,2019-03-01,Paneer,Raj,740,53.67,39758.736,8,619,50.19,31067.61,Maharashtra,Retail,121,2190
Tamil Nadu,23,Large,2019-09-27,Curd,Mother Dairy,678,58.51,39709.56679999999,5,139,60.62,8426.18,Chandigarh,Wholesale,539,2191
Gujarat,18,Medium,2019-04-16,Ghee,Mother Dairy,959,24.14,23162.5714,139,176,27.26,4797.76,Bihar,Wholesale,783,2192
Chandigarh,56,Small,2022-04-06,Curd,Amul,999,69.22,69161.85519999999,5,756,64.33,48633.48,Tamil Nadu,Retail,243,2193
Madhya Pradesh,46,Small,2019-10-06,Buttermilk,Sudha,941,36.5,34377.89,7,146,41.46,6053.16,Telangana,Wholesale,795,2194
Karnataka,25,Medium,2021-01-01,Lassi,Amul,30,21.86,666.9486,17,15,17.19,257.85,Haryana,Retail,15,2195
Gujarat,40,Medium,2019-07-26,Yogurt,Amul,301,16.11,4850.2377,26,226,18.92,4275.92,Chandigarh,Wholesale,75,2196
Maharashtra,93,Medium,2020-06-06,Buttermilk,Raj,791,59.12,46791.7064,14,111,63.44,7041.84,Chandigarh,Wholesale,680,2197
Kerala,26,Small,2021-02-13,Cheese,Amul,3,29.0,93.67,84,1,27.58,27.58,Delhi,Wholesale,2,2198
Telangana,74,Large,2019-02-27,Lassi,Raj,885,57.83,51209.6216,14,766,54.52,41762.32,Telangana,Retail,119,2199
Delhi,34,Large,2021-01-23,Curd,Sudha,330,78.3,25910.253,5,160,77.07,12331.2,Uttar Pradesh,Retail,170,2200
Bihar,82,Large,2021-10-26,Yogurt,Mother Dairy,394,64.5,25432.995,22,159,62.58,9950.22,Bihar,Wholesale,235,2201
Madhya Pradesh,94,Small,2022-05-09,Cheese,Britannia Industries,608,54.68,33293.5584,72,531,52.27,27755.37,Delhi,Wholesale,77,2202
Jharkhand,98,Large,2020-09-26,Yogurt,Dodla Dairy,443,97.56,43272.738000000005,22,223,99.25,22132.75,Kerala,Wholesale,220,2203
Jharkhand,94,Large,2022-09-18,Lassi,Amul,198,12.12,2407.3956,17,55,8.79,483.45,Delhi,Wholesale,143,2204
Delhi,97,Large,2019-04-22,Butter,Warana,952,81.84,77970.6048,39,786,84.13,66126.18,Jharkhand,Wholesale,166,2205
Gujarat,67,Medium,2022-09-22,Curd,Sudha,434,73.96,32112.6924,7,163,78.69,12826.47,Gujarat,Retail,271,2206
Uttar Pradesh,44,Large,2019-08-28,Cheese,Amul,275,63.99,17636.283900000002,66,210,63.07,13244.7,Gujarat,Wholesale,65,2207
Chandigarh,95,Medium,2022-02-22,Butter,Parag Milk Foods,12,92.08,1151.0,27,10,92.69,926.9,Chandigarh,Online,2,2208
Haryana,90,Small,2020-02-27,Lassi,Sudha,979,63.55,62238.328,16,282,59.29,16719.78,Telangana,Retail,697,2209
Kerala,36,Small,2020-07-01,Ice Cream,Dodla Dairy,322,64.62,20834.134200000004,30,14,61.98,867.72,Rajasthan,Wholesale,308,2210
Chandigarh,100,Medium,2019-05-12,Curd,Amul,63,38.64,2444.3664,5,3,43.26,129.78,Telangana,Retail,60,2211
Kerala,42,Large,2019-10-13,Butter,Mother Dairy,750,87.9,65990.925,40,331,87.74,29041.94,Jharkhand,Retail,419,2212
Bihar,72,Small,2022-12-05,Curd,Amul,991,39.3,38957.69699999999,5,464,35.48,16462.72,Gujarat,Wholesale,527,2213
Telangana,94,Small,2021-08-04,Buttermilk,Mother Dairy,920,60.35,55549.761000000006,10,572,55.76,31894.72,Delhi,Online,348,2214
Gujarat,98,Medium,2020-01-17,Yogurt,Dodla Dairy,232,82.4,19186.84,24,123,81.0,9963.0,West Bengal,Online,109,2215
Chandigarh,79,Medium,2021-08-10,Lassi,Raj,520,40.69,21178.3312,14,230,45.34,10428.2,Madhya Pradesh,Online,290,2216
Chandigarh,58,Medium,2019-05-20,Curd,Raj,79,70.96,5631.3856,5,20,69.12,1382.4,Kerala,Wholesale,59,2217
Haryana,87,Large,2022-05-19,Milk,Amul,125,35.16,4405.8996,28,115,33.08,3804.2,Jharkhand,Wholesale,10,2218
Kerala,68,Small,2021-03-21,Lassi,Raj,386,70.41,27222.6183,14,217,75.2,16318.4,Rajasthan,Wholesale,169,2219
Kerala,49,Small,2021-01-28,Curd,Amul,85,15.04,1289.3792,7,74,19.8,1465.2,Uttar Pradesh,Retail,11,2220
Chandigarh,61,Small,2022-12-21,Ice Cream,Dodla Dairy,485,40.47,19649.8038,24,297,35.64,10585.08,Telangana,Wholesale,188,2221
Madhya Pradesh,13,Medium,2019-04-23,Butter,Parag Milk Foods,497,81.02,40301.7786,40,175,76.45,13378.75,Uttar Pradesh,Retail,322,2222
Telangana,21,Large,2019-12-07,Curd,Sudha,735,93.12,68493.4848,5,388,90.83,35242.04,Rajasthan,Retail,347,2223
Jharkhand,94,Large,2020-05-16,Cheese,Amul,611,81.77,49976.1886,55,86,86.06,7401.16,Rajasthan,Wholesale,525,2224
Kerala,74,Large,2020-06-23,Paneer,Mother Dairy,677,16.13,10935.3335,12,473,14.21,6721.33,Haryana,Online,204,2225
Rajasthan,48,Small,2021-01-18,Curd,Raj,936,61.5,57571.38,6,157,59.44,9332.08,Gujarat,Retail,779,2226
Haryana,68,Medium,2022-11-19,Ice Cream,Dodla Dairy,552,72.17,39853.7174,25,546,67.39,36794.94,Delhi,Online,6,2227
Rajasthan,26,Medium,2022-06-28,Lassi,Raj,828,60.13,49821.3128,17,477,63.42,30251.34,Tamil Nadu,Wholesale,351,2228
Chandigarh,58,Medium,2020-10-17,Milk,Mother Dairy,474,17.25,8189.4375,25,227,17.22,3908.94,Delhi,Online,247,2229
Uttar Pradesh,37,Medium,2020-10-19,Ghee,Mother Dairy,393,65.37,25720.4802,115,4,69.37,277.48,Delhi,Wholesale,389,2230
Chandigarh,90,Large,2021-04-27,Lassi,Mother Dairy,508,92.9,47253.585,13,456,89.34,40739.04,West Bengal,Wholesale,52,2231
Bihar,78,Large,2021-08-19,Lassi,Raj,685,65.22,44738.3112,13,639,65.68,41969.52,Telangana,Online,46,2232
Madhya Pradesh,46,Medium,2020-05-06,Curd,Amul,791,83.3,65926.11899999999,7,538,80.55,43335.9,Bihar,Wholesale,253,2233
Bihar,52,Medium,2022-05-26,Ghee,Amul,895,94.77,84881.6982,100,408,97.51,39784.08,Kerala,Wholesale,487,2234
Bihar,28,Small,2022-12-11,Curd,Raj,759,48.25,36624.645,7,125,49.08,6135.0,Delhi,Retail,634,2235
Delhi,47,Large,2020-01-05,Curd,Sudha,372,57.47,21415.6208,6,46,53.01,2438.46,Maharashtra,Wholesale,326,2236
Jharkhand,63,Small,2019-03-25,Buttermilk,Mother Dairy,950,84.15,79982.05050000001,7,945,88.82,83934.9,Tamil Nadu,Retail,5,2237
Delhi,78,Large,2019-01-07,Lassi,Amul,844,72.85,61548.051,12,501,68.68,34408.68,Madhya Pradesh,Retail,343,2238
Uttar Pradesh,64,Small,2019-02-09,Lassi,Amul,386,44.37,17151.6672,14,137,45.36,6214.32,Rajasthan,Wholesale,249,2239
Uttar Pradesh,12,Small,2022-01-01,Buttermilk,Amul,152,37.89,5784.2874,11,6,34.52,207.12,Delhi,Wholesale,146,2240
Tamil Nadu,73,Large,2019-06-14,Lassi,Raj,344,62.25,21432.0525,18,3,66.53,199.59,Maharashtra,Online,341,2241
Gujarat,69,Medium,2021-08-17,Yogurt,Mother Dairy,664,80.49,53450.9943,21,224,79.08,17713.92,Haryana,Online,440,2242
Telangana,93,Medium,2020-09-02,Buttermilk,Raj,656,30.12,19780.1052,7,480,30.26,14524.8,Chandigarh,Wholesale,176,2243
Gujarat,74,Large,2019-10-10,Cheese,Dynamix Dairies,859,33.12,28455.7104,28,487,37.62,18320.94,Bihar,Online,372,2244
Kerala,39,Small,2020-02-16,Yogurt,Amul,145,77.18,11196.5026,29,84,80.76,6783.84,Kerala,Wholesale,61,2245
Tamil Nadu,13,Small,2020-04-01,Cheese,Dynamix Dairies,339,30.57,10390.743,74,224,33.09,7412.16,Jharkhand,Wholesale,115,2246
Gujarat,36,Medium,2022-06-28,Butter,Mother Dairy,495,23.29,11537.6331,27,65,23.62,1535.3,Rajasthan,Online,430,2247
West Bengal,61,Small,2020-07-15,Curd,Mother Dairy,186,18.01,3354.5426,7,52,14.94,776.88,Telangana,Retail,134,2248
Maharashtra,52,Small,2020-01-24,Curd,Amul,643,86.32,55540.87759999999,5,437,87.95,38434.15,Chandigarh,Online,206,2249
Karnataka,11,Medium,2022-06-06,Cheese,Britannia Industries,432,29.68,12833.3352,73,157,29.95,4702.15,Telangana,Wholesale,275,2250
Chandigarh,100,Medium,2019-11-16,Milk,Raj,760,82.01,62343.18190000001,22,710,80.72,57311.2,Chandigarh,Wholesale,50,2251
Rajasthan,44,Small,2019-10-17,Curd,Amul,432,17.02,7357.746,7,403,16.33,6580.99,Haryana,Wholesale,29,2252
Jharkhand,85,Large,2019-05-06,Cheese,Britannia Industries,89,25.37,2269.0928,29,79,24.31,1920.49,Bihar,Wholesale,10,2253
Chandigarh,73,Medium,2020-05-21,Ice Cream,Dodla Dairy,442,50.38,22268.4638,21,435,54.26,23603.1,Uttar Pradesh,Retail,7,2254
Haryana,15,Medium,2020-07-16,Yogurt,Dodla Dairy,668,88.11,58885.675200000005,21,105,89.29,9375.45,Madhya Pradesh,Online,563,2255
Karnataka,38,Medium,2020-02-25,Cheese,Dynamix Dairies,166,22.53,3745.3872000000006,37,62,20.59,1276.58,Delhi,Retail,104,2256
Karnataka,73,Small,2019-01-02,Curd,Raj,884,89.7,79361.178,5,107,86.63,9269.41,Madhya Pradesh,Retail,777,2257
Bihar,23,Large,2022-09-27,Lassi,Amul,219,27.55,6052.735,13,67,29.34,1965.78,Karnataka,Online,152,2258
Karnataka,82,Medium,2020-11-05,Curd,Mother Dairy,544,15.37,8376.1889,6,509,11.51,5858.59,Gujarat,Retail,35,2259
Karnataka,36,Large,2021-12-27,Cheese,Britannia Industries,493,84.83,41856.8186,45,330,82.77,27314.1,Haryana,Online,163,2260
Delhi,86,Large,2021-03-09,Yogurt,Dodla Dairy,433,61.44,26611.5072,30,413,59.56,24598.28,Delhi,Wholesale,20,2261
Tamil Nadu,39,Medium,2021-09-21,Ghee,Amul,792,53.22,42152.3688,63,423,54.15,22905.45,Jharkhand,Retail,369,2262
Maharashtra,54,Medium,2021-12-05,Curd,Amul,228,58.93,13474.3445,6,224,54.54,12216.96,Jharkhand,Retail,4,2263
Tamil Nadu,33,Medium,2020-09-06,Lassi,Amul,448,27.75,12436.1625,14,348,27.34,9514.32,Tamil Nadu,Retail,100,2264
Gujarat,29,Large,2019-04-21,Lassi,Raj,741,87.54,64890.7758,12,49,85.17,4173.33,Delhi,Wholesale,692,2265
Telangana,30,Medium,2019-08-02,Ice Cream,Dodla Dairy,758,81.07,61519.1588,29,654,79.92,52267.68,Bihar,Retail,104,2266
Bihar,52,Large,2019-07-05,Yogurt,Palle2patnam,973,98.8,96137.34,22,592,100.68,59602.56,Karnataka,Wholesale,381,2267
Tamil Nadu,88,Small,2020-03-04,Ice Cream,Amul,987,32.56,32155.930400000005,30,795,31.61,25129.95,Gujarat,Wholesale,192,2268
Madhya Pradesh,79,Medium,2022-05-25,Cheese,Amul,361,16.98,6131.8176,44,233,21.16,4930.28,Madhya Pradesh,Online,128,2269
Tamil Nadu,13,Small,2021-03-01,Milk,Amul,304,37.8,11509.722,1,244,37.3,9101.2,West Bengal,Online,60,2270
Bihar,15,Medium,2020-09-07,Ice Cream,Amul,371,81.89,30404.1192,23,267,81.56,21776.52,Telangana,Wholesale,104,2271
Telangana,39,Medium,2020-12-11,Paneer,Raj,69,46.87,3270.5886,14,45,50.2,2259.0,Maharashtra,Wholesale,24,2272
West Bengal,89,Medium,2020-10-25,Lassi,Raj,459,29.93,13741.1623,15,21,34.29,720.09,Chandigarh,Wholesale,438,2273
Chandigarh,20,Medium,2020-04-06,Milk,Sudha,475,61.47,29256.0318,2,100,58.19,5819.0,Jharkhand,Retail,375,2274
